100,78.000000
3430,46.000000
6760,36.000000
10090,32.000000
13420,38.000000
16750,36.000000
20080,34.000000
23410,34.000000
26740,30.000000
30070,32.000000
33400,32.000000
36730,38.000000
40060,34.000000
43390,40.000000
46720,38.000000
50050,38.000000
53380,38.000000
56710,34.000000
60040,30.000000
63370,30.000000
66700,36.000000
70030,38.000000
73360,32.000000
76690,34.000000
80020,32.000000
83350,32.000000
86680,36.000000
90010,34.000000
93340,40.000000
96670,40.000000
